id,date_created,date_updated,is_active,name_ru,name_uk
1,23.03.2016,23.03.2016,TRUE,Хмельницкий,Хмельницький
2,23.03.2016,23.03.2016,TRUE,Каменец-Подольский,Кам'янець-Подільський
3,23.03.2016,23.03.2016,TRUE,Нетишин,Нетішин
4,23.03.2016,23.03.2016,TRUE,Славута,Славута
5,23.03.2016,23.03.2016,TRUE,Староконстантинов,Старокостянтинів
6,23.03.2016,23.03.2016,TRUE,Шепетовка,Шепетівка
7,23.03.2016,23.03.2016,TRUE,Волочиск,Волочиськ
9,23.03.2016,23.03.2016,TRUE,Деражня,Деражня
10,23.03.2016,23.03.2016,TRUE,Дунаевцы,Дунаївці
11,23.03.2016,23.03.2016,TRUE,Изяслав,Ізяслав
12,23.03.2016,23.03.2016,TRUE,Красилов,Красилів
13,23.03.2016,23.03.2016,TRUE,Полонное,Полонне
23,23.03.2016,23.03.2016,TRUE,Летичев,Летичів
29,23.03.2016,23.03.2016,TRUE,Теофиполь,Теофіполь
32,23.03.2016,23.03.2016,TRUE,Житомир,Житомир
33,23.03.2016,23.03.2016,TRUE,Бердичев,Бердичів
34,23.03.2016,23.03.2016,TRUE,Коростень,Коростень
35,23.03.2016,23.03.2016,TRUE,Новоград-Волынский,Новоград-Волинський
36,23.03.2016,23.03.2016,TRUE,Малин,Малин
38,23.03.2016,23.03.2016,TRUE,Овруч,Овруч
40,23.03.2016,23.03.2016,TRUE,Радомышль,Радомишль
48,23.03.2016,23.03.2016,TRUE,Попельня,Попільня
49,23.03.2016,23.03.2016,TRUE,Винница,Вінниця
51,23.03.2016,23.03.2016,TRUE,Могилёв-Подольский,Могилів-Подільський
52,23.03.2016,23.03.2016,TRUE,Хмельник,Хмільник
54,23.03.2016,23.03.2016,TRUE,Казатин,Козятин
56,23.03.2016,23.03.2016,TRUE,Калиновка,Калинівка
67,23.03.2016,23.03.2016,TRUE,Белая Церковь,Біла Церква
68,23.03.2016,23.03.2016,TRUE,Бровары,Бровари
69,23.03.2016,23.03.2016,TRUE,Борисполь,Бориспіль
70,23.03.2016,23.03.2016,TRUE,Вишнёвое,Вишневе
71,23.03.2016,23.03.2016,TRUE,Фастов,Фастів
72,23.03.2016,23.03.2016,TRUE,Буча,Буча
73,23.03.2016,23.03.2016,TRUE,Васильков,Васильків
74,23.03.2016,23.03.2016,TRUE,Ирпень,Ірпінь
75,23.03.2016,23.03.2016,TRUE,Боярка,Боярка
76,23.03.2016,23.03.2016,TRUE,Обухов,Обухів
77,23.03.2016,23.03.2016,TRUE,Переяслав-Хмельницкий,Переяслав-Хмельницький
78,23.03.2016,23.03.2016,TRUE,Славутич,Славутич
80,23.03.2016,23.03.2016,TRUE,Украинка,Українка
81,23.03.2016,23.03.2016,TRUE,Вышгород,Вишгород
83,23.03.2016,23.03.2016,TRUE,Богуслав,Богуслав
86,23.03.2016,23.03.2016,TRUE,Коцюбинское,Коцюбинське
87,23.03.2016,23.03.2016,TRUE,Кагарлык,Кагарлик
89,23.03.2016,23.03.2016,TRUE,Чернигов,Чернігів
90,23.03.2016,23.03.2016,TRUE,Нежин,Ніжин
91,23.03.2016,23.03.2016,TRUE,Прилуки,Прилуки
102,23.03.2016,23.03.2016,TRUE,Варва,Варва
108,23.03.2016,23.03.2016,TRUE,Десна,Десна
117,23.03.2016,23.03.2016,TRUE,Сумы,Суми
118,23.03.2016,23.03.2016,TRUE,Конотоп,Конотоп
119,23.03.2016,23.03.2016,TRUE,Шостка,Шостка
120,23.03.2016,23.03.2016,TRUE,Ахтырка,Охтирка
121,23.03.2016,23.03.2016,TRUE,Ромны,Ромни
123,23.03.2016,23.03.2016,TRUE,Лебедин,Лебедин
124,23.03.2016,23.03.2016,TRUE,Кролевец,Кролевець
131,23.03.2016,23.03.2016,TRUE,Воронеж,Воронеж
133,23.03.2016,23.03.2016,TRUE,Свесса,Свеса
134,23.03.2016,23.03.2016,TRUE,Полтава,Полтава
135,23.03.2016,23.03.2016,TRUE,Кременчуг,Кременчук
136,23.03.2016,23.03.2016,TRUE,Комсомольск,Комсомольськ
138,23.03.2016,23.03.2016,TRUE,Миргород,Миргород
140,23.03.2016,23.03.2016,TRUE,Карловка,Карлівка
141,23.03.2016,23.03.2016,TRUE,Пирятин,Пирятин
154,23.03.2016,23.03.2016,TRUE,Черкассы,Черкаси
155,23.03.2016,23.03.2016,TRUE,Умань,Умань
156,23.03.2016,23.03.2016,TRUE,Смела,Сміла
157,23.03.2016,23.03.2016,TRUE,Золотоноша,Золотоноша
158,23.03.2016,23.03.2016,TRUE,Канев,Канів
173,23.03.2016,23.03.2016,TRUE,Кировоград,Кіровоград
174,23.03.2016,23.03.2016,TRUE,Александрия,Олександрія
175,23.03.2016,23.03.2016,TRUE,Светловодск,Світловодськ
183,23.03.2016,23.03.2016,TRUE,Помошная,помічна
184,23.03.2016,23.03.2016,TRUE,Александровка,Олександрівка
187,23.03.2016,23.03.2016,TRUE,Киев,Київ
188,23.03.2016,23.03.2016,TRUE,Луцк,Луцьк
189,23.03.2016,23.03.2016,TRUE,Ковель,Ковель
193,23.03.2016,23.03.2016,TRUE,Рожище,Рожище
203,23.03.2016,23.03.2016,TRUE,Шацк,Шацьк
205,23.03.2016,23.03.2016,TRUE,Ровно,Рівне
206,23.03.2016,23.03.2016,TRUE,Кузнецовск,Кузнецовськ
208,23.03.2016,23.03.2016,TRUE,Костополь,Костопіль
209,23.03.2016,23.03.2016,TRUE,Сарны,Сарни
210,23.03.2016,23.03.2016,TRUE,Здолбунов,Здолбунів
214,23.03.2016,23.03.2016,TRUE,Дубровица,Дубровиця
219,23.03.2016,23.03.2016,TRUE,Клевань,Клевань
220,23.03.2016,23.03.2016,TRUE,Рокитное,Рокитне
223,23.03.2016,23.03.2016,TRUE,Львов,Львів
224,23.03.2016,23.03.2016,TRUE,Дрогобыч,Дрогобич
225,23.03.2016,23.03.2016,TRUE,Червоноград,Червоноград
226,23.03.2016,23.03.2016,TRUE,Стрый,Стрий
229,23.03.2016,23.03.2016,TRUE,Трускавец,Трускавець
230,23.03.2016,23.03.2016,TRUE,Новый Раздол,новий Роздол
232,23.03.2016,23.03.2016,TRUE,Золочев,Золочів
233,23.03.2016,23.03.2016,TRUE,Броды,Броди
234,23.03.2016,23.03.2016,TRUE,Сокаль,Сокаль
236,23.03.2016,23.03.2016,TRUE,Городок,Городок
238,23.03.2016,23.03.2016,TRUE,Николаев,Миколаїв
239,23.03.2016,23.03.2016,TRUE,Жолква,Жовква
240,23.03.2016,23.03.2016,TRUE,Яворов,Яворів
243,23.03.2016,23.03.2016,TRUE,Каменка Бугская,Кам'янка-Бузька
245,23.03.2016,23.03.2016,TRUE,Тернополь,Тернопіль
247,23.03.2016,23.03.2016,TRUE,Кременец,Кременець
248,23.03.2016,23.03.2016,TRUE,Бережаны,Бережани
249,23.03.2016,23.03.2016,TRUE,Збараж,Збараж
254,23.03.2016,23.03.2016,TRUE,Козова,Козова
264,23.03.2016,23.03.2016,TRUE,Ивано-Франковск,Івано-Франківськ
265,23.03.2016,23.03.2016,TRUE,Калуш,Калуш
442,23.03.2016,23.03.2016,TRUE,Херсон,Херсон
266,23.03.2016,23.03.2016,TRUE,Коломыя,Коломия
269,23.03.2016,23.03.2016,TRUE,Бурштын,Бурштин
272,23.03.2016,23.03.2016,TRUE,Снятын ,Снятин
275,23.03.2016,23.03.2016,TRUE,Тлумач,Тлумач
276,23.03.2016,23.03.2016,TRUE,Косов,Косів
280,23.03.2016,23.03.2016,TRUE,Яремче,Яремче
281,23.03.2016,23.03.2016,TRUE,Богородчаны,Богородчани
282,23.03.2016,23.03.2016,TRUE,Ужгород,Ужгород
283,23.03.2016,23.03.2016,TRUE,Мукачево,Мукачево
284,23.03.2016,23.03.2016,TRUE,Хуст,Хуст
285,23.03.2016,23.03.2016,TRUE,Виноградов,Виноградов
286,23.03.2016,23.03.2016,TRUE,Берегово,Берегово
287,23.03.2016,23.03.2016,TRUE,Свалява,Свалява
288,23.03.2016,23.03.2016,TRUE,Рахов,Рахів
289,23.03.2016,23.03.2016,TRUE,Тячев,Тячів
290,23.03.2016,23.03.2016,TRUE,Иршава,Іршава
298,23.03.2016,23.03.2016,TRUE,Королёво,Королево
300,23.03.2016,23.03.2016,TRUE,Черновцы,Чернівці
303,23.03.2016,23.03.2016,TRUE,Новоднестровск,Новодністровськ
304,23.03.2016,23.03.2016,TRUE,Сокиряны,Сокиряни
306,23.03.2016,23.03.2016,TRUE,Глыбокая,Глибока
311,23.03.2016,23.03.2016,TRUE,Кицмань,Кіцмань
313,23.03.2016,23.03.2016,TRUE,Харьков,Харків
314,23.03.2016,23.03.2016,TRUE,Лозовая,Лозова
315,23.03.2016,23.03.2016,TRUE,Купянск,Куп'янськ
317,23.03.2016,23.03.2016,TRUE,Чугуев,Чугуїв
318,23.03.2016,23.03.2016,TRUE,Первомайский,Первомайський
319,23.03.2016,23.03.2016,TRUE,Балаклея,Балаклія
322,23.03.2016,23.03.2016,TRUE,Красноград,Красноград
324,23.03.2016,23.03.2016,TRUE,Волчанск,Вовчанськ
325,23.03.2016,23.03.2016,TRUE,Дергачи,Дергачі
327,23.03.2016,23.03.2016,TRUE,Змиёв,Зміїв
328,23.03.2016,23.03.2016,TRUE,Комсомольское,Комсомольське
329,23.03.2016,23.03.2016,TRUE,Солоницевка,Солоницівка
331,23.03.2016,23.03.2016,TRUE,Высокий,високий
339,23.03.2016,23.03.2016,TRUE,Кременная,Кремінна
340,23.03.2016,23.03.2016,TRUE,Лутугино,Лутугине
341,23.03.2016,23.03.2016,TRUE,Молодогвардейск,Молодогвардійськ
343,23.03.2016,23.03.2016,TRUE,Петровское,Петрівське
345,23.03.2016,23.03.2016,TRUE,Сватово,Сватове
346,23.03.2016,23.03.2016,TRUE,Старобельск,Старобільськ
349,23.03.2016,23.03.2016,TRUE,Алчевск,Алчевськ
350,23.03.2016,23.03.2016,TRUE,Антрацит,Антрацит
353,23.03.2016,23.03.2016,TRUE,Красный Луч,Червоний луч
354,23.03.2016,23.03.2016,TRUE,Краснодон,Краснодон
355,23.03.2016,23.03.2016,TRUE,Лисичанск,Лисичанськ
356,23.03.2016,23.03.2016,TRUE,Луганск,Луганськ
357,23.03.2016,23.03.2016,TRUE,Первомайск,Первомайськ
358,23.03.2016,23.03.2016,TRUE,Ровеньки,Ровеньки
359,23.03.2016,23.03.2016,TRUE,Рубежное,Рубіжне
360,23.03.2016,23.03.2016,TRUE,Свердловск,Свердловськ
361,23.03.2016,23.03.2016,TRUE,Северодонецк,Сєвєродонецьк
362,23.03.2016,23.03.2016,TRUE,Стаханов,Стаханов
369,23.03.2016,23.03.2016,TRUE,Новодружеск,Новодружеськ
370,23.03.2016,23.03.2016,TRUE,Днепропетровск,Дніпропетровськ
371,23.03.2016,23.03.2016,TRUE,Кривой Рог,Кривий Ріг
372,23.03.2016,23.03.2016,TRUE,Днепродзержинск,Дніпродзержинськ
373,23.03.2016,23.03.2016,TRUE,Никополь,Нікополь
374,23.03.2016,23.03.2016,TRUE,Павлоград,Павлоград
375,23.03.2016,23.03.2016,TRUE,Новомосковск,Новомосковськ
376,23.03.2016,23.03.2016,TRUE,Жёлтые Воды,Жовті Води
377,23.03.2016,23.03.2016,TRUE,Марганец,Марганець
378,23.03.2016,23.03.2016,TRUE,Орджоникидзе,Орджонікідзе
380,23.03.2016,23.03.2016,TRUE,Терновка,Тернівка
382,23.03.2016,23.03.2016,TRUE,Вольногорск,Вільногірськ
386,23.03.2016,23.03.2016,TRUE,Авдеевка,Авдіївка
387,23.03.2016,23.03.2016,TRUE,Артёмовск,Артемівськ
388,23.03.2016,23.03.2016,TRUE,Горловка,Горлівка
389,23.03.2016,23.03.2016,TRUE,Дебальцево,Дебальцеве
390,23.03.2016,23.03.2016,TRUE,Дзержинск,Дзержинськ
391,23.03.2016,23.03.2016,TRUE,Димитров,Димитров
392,23.03.2016,23.03.2016,TRUE,Доброполье,Добропілля
393,23.03.2016,23.03.2016,TRUE,Докучаевск,Докучаєвськ
394,23.03.2016,23.03.2016,TRUE,Донецк,Донецьк
395,23.03.2016,23.03.2016,TRUE,Дружковка,Дружківка
396,23.03.2016,23.03.2016,TRUE,Енакиево,Єнакієве
398,23.03.2016,23.03.2016,TRUE,Кировское,Кіровське
399,23.03.2016,23.03.2016,TRUE,Константиновка,Костянтинівка
400,23.03.2016,23.03.2016,TRUE,Краматорск,Краматорськ
401,23.03.2016,23.03.2016,TRUE,Красноармейск,Красноармійськ
402,23.03.2016,23.03.2016,TRUE,Красный Лиман,червоний Лиман
403,23.03.2016,23.03.2016,TRUE,Макеевка,Макіївка
404,23.03.2016,23.03.2016,TRUE,Мариуполь,Маріуполь
405,23.03.2016,23.03.2016,TRUE,Новогродовка,Новогродівка
406,23.03.2016,23.03.2016,TRUE,Селидово,Селидове
407,23.03.2016,23.03.2016,TRUE,Славянск,Слов'янськ
408,23.03.2016,23.03.2016,TRUE,Снежное,Сніжне
409,23.03.2016,23.03.2016,TRUE,Торез,Торез
410,23.03.2016,23.03.2016,TRUE,Угледар,Вугледар
411,23.03.2016,23.03.2016,TRUE,Харцызск,Харцизьк
413,23.03.2016,23.03.2016,TRUE,Ясиноватая,Ясинувата
414,23.03.2016,23.03.2016,TRUE,Запорожье,Запоріжжя
415,23.03.2016,23.03.2016,TRUE,Мелитополь,Мелітополь
416,23.03.2016,23.03.2016,TRUE,Бердянск,Бердянськ
417,23.03.2016,23.03.2016,TRUE,Энергодар,Енергодар
418,23.03.2016,23.03.2016,TRUE,Токмак,Токмак
420,23.03.2016,23.03.2016,TRUE,Днепрорудное,Дніпрорудне
423,23.03.2016,23.03.2016,TRUE,Гуляйполе,Гуляйполе
425,23.03.2016,23.03.2016,TRUE,Каменка-Днепровская,Кам'янка-Дніпровська
427,23.03.2016,23.03.2016,TRUE,Приморск,Приморськ
429,23.03.2016,23.03.2016,TRUE,Николаев,Миколаїв
430,23.03.2016,23.03.2016,TRUE,Первомайск,Первомайськ
431,23.03.2016,23.03.2016,TRUE,Вознесенск,Вознесенськ
432,23.03.2016,23.03.2016,TRUE,Южноукраинск,Южноукраїнськ
433,23.03.2016,23.03.2016,TRUE,Новый Буг,новий Буг
437,23.03.2016,23.03.2016,TRUE,Баштанка,Баштанка
443,23.03.2016,23.03.2016,TRUE,Новая Каховка,Нова Каховка
444,23.03.2016,23.03.2016,TRUE,Каховка,Каховка
445,23.03.2016,23.03.2016,TRUE,Цюрупинск,Цюрупинськ
447,23.03.2016,23.03.2016,TRUE,Скадовск,Скадовськ
448,23.03.2016,23.03.2016,TRUE,Голая Пристань,Гола Пристань
451,23.03.2016,23.03.2016,TRUE,Таврийск,Таврійськ
452,23.03.2016,23.03.2016,TRUE,Новотроицкое,Новотроїцьке
457,23.03.2016,23.03.2016,TRUE,Великая Лепетиха,Велика Лепетиха
458,23.03.2016,23.03.2016,TRUE,Одесса,Одеса
459,23.03.2016,23.03.2016,TRUE,Измаил,Ізмаїл
460,23.03.2016,23.03.2016,TRUE,Ильичёвск,Іллічівськ
461,23.03.2016,23.03.2016,TRUE,Белгород-Днестровский,Білгород-Дністровський
464,23.03.2016,23.03.2016,TRUE,Южное ,Південне
465,23.03.2016,23.03.2016,TRUE,Килия,Кілія
468,23.03.2016,23.03.2016,TRUE,Болград,Болград
470,23.03.2016,23.03.2016,TRUE,Беляевка,Біляївка
471,23.03.2016,23.03.2016,TRUE,Овидиополь,Овідіополь
477,23.03.2016,23.03.2016,TRUE,Теплодар,Теплодар
479,23.03.2016,23.03.2016,TRUE,Алупка,Алупка
480,23.03.2016,23.03.2016,TRUE,Алушта,Алушта
481,23.03.2016,23.03.2016,TRUE,Армянск,Армянськ
482,23.03.2016,23.03.2016,TRUE,Бахчисарай,Бахчисарай
484,23.03.2016,23.03.2016,TRUE,Джанкой,Джанкой
485,23.03.2016,23.03.2016,TRUE,Евпатория,Євпаторія
487,23.03.2016,23.03.2016,TRUE,Керчь,Керч
488,23.03.2016,23.03.2016,TRUE,Красноперекопск,Красноперекопськ
489,23.03.2016,23.03.2016,TRUE,Саки,Саки
490,23.03.2016,23.03.2016,TRUE,Севастополь,Севастополь
491,23.03.2016,23.03.2016,TRUE,Симферополь,Сімферополь
493,23.03.2016,23.03.2016,TRUE,Судак,Судак
494,23.03.2016,23.03.2016,TRUE,Феодосия,Феодосія
496,23.03.2016,23.03.2016,TRUE,Щёлкино,Щолкіно
497,23.03.2016,23.03.2016,TRUE,Ялта,Ялта
498,23.03.2016,23.03.2016,TRUE,Добромиль,Добромиль
499,23.03.2016,23.03.2016,TRUE,Научный,науковий
500,23.03.2016,23.03.2016,TRUE,Укромное,Укромне
501,23.03.2016,23.03.2016,TRUE,Узин,Узин
502,23.03.2016,23.03.2016,TRUE,Барышевка,Баришівка
503,23.03.2016,23.03.2016,TRUE,Мамаевцы,Мамаївці
505,23.03.2016,23.03.2016,TRUE,Овлаши,Овлаші
506,23.03.2016,23.03.2016,TRUE,Курахово,Курахово
507,23.03.2016,23.03.2016,TRUE,Оноковцы,Оноківці
509,23.03.2016,23.03.2016,TRUE,Перечин,Перечин
512,23.03.2016,23.03.2016,TRUE,Пустомыты,Пустомити
514,23.03.2016,23.03.2016,TRUE,Мостиска,Мостиська
521,23.03.2016,23.03.2016,TRUE,Галич,Галич
536,23.03.2016,23.03.2016,TRUE,Шаргород,Шаргород
543,23.03.2016,23.03.2016,TRUE,Черневцы,Чернівці
550,23.03.2016,23.03.2016,TRUE,Бородянка,Бородянка
557,23.03.2016,23.03.2016,TRUE,Катеринополь,Катеринопіль
619,23.03.2016,23.03.2016,TRUE,Валки,Валки
640,23.03.2016,23.03.2016,TRUE,Амвросиевка,Амвросіївка
647,23.03.2016,23.03.2016,TRUE,Белокуракино,Білокуракине
653,23.03.2016,23.03.2016,TRUE,Нижнегорский,Нижньогірський
659,23.03.2016,23.03.2016,TRUE,Лиманское,Лиманське
660,23.03.2016,23.03.2016,TRUE,Зазимье,Зазим'я
